x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.6148056387901306,0.4093347191810608,-2.501758444850566e-07,0.6703291535377502,0.38947218656539917,-0.023244300857186317,0.7270553708076477,0.3310093879699707,-0.032220128923654556,0.7150580883026123,0.26261821389198303,-0.03859163075685501,0.6670421957969666,0.2408679872751236,-0.0392339713871479,0.7112367153167725,0.2321859449148178,-0.0016520770732313395,0.7277730107307434,0.22411440312862396,-0.02604829892516136,0.7118139266967773,0.2831897735595703,-0.03940272703766823,0.7003857493400574,0.2883451282978058,-0.0472787581384182,0.6737204194068909,0.21016590297222137,-0.002206146251410246,0.6864941120147705,0.21127061545848846,-0.02734982967376709,0.6759710311889648,0.2792707681655884,-0.033694442361593246,0.6685276031494141,0.2777906358242035,-0.032304756343364716,0.6374958157539368,0.2114671766757965,-0.007804153952747583,0.6467157602310181,0.22942355275154114,-0.034854233264923096,0.64480060338974,0.2927960753440857,-0.02935820072889328,0.6397966146469116,0.28800636529922485,-0.019647827371954918,0.6016965508460999,0.22219669818878174,-0.015397976152598858,0.6139296293258667,0.24766840040683746,-0.03024112433195114,0.6162550449371338,0.2903134226799011,-0.023720262572169304,0.6133304834365845,0.28418058156967163,-0.015010923147201538,sim
0.6644109487533569,0.34995362162590027,-2.816025528318278e-07,0.7206292748451233,0.33788347244262695,-0.023368172347545624,0.7797205448150635,0.27432361245155334,-0.03157634660601616,0.7744637131690979,0.19859683513641357,-0.037243735045194626,0.729210615158081,0.17629554867744446,-0.037498775869607925,0.7600553035736084,0.18539786338806152,-0.003994628321379423,0.7868849039077759,0.1630409210920334,-0.02828209474682808,0.7692830562591553,0.21982210874557495,-0.040490102022886276,0.752167284488678,0.22943024337291718,-0.047060925513505936,0.7231068015098572,0.16668933629989624,-0.003962800372391939,0.7428301572799683,0.15235742926597595,-0.029276758432388306,0.7318378686904907,0.22266626358032227,-0.03417003154754639,0.7208361029624939,0.22627797722816467,-0.03163329139351845,0.6882781386375427,0.16645601391792297,-0.008942297659814358,0.706120491027832,0.1703822761774063,-0.03759763017296791,0.7027701735496521,0.23612987995147705,-0.03137192130088806,0.6919141411781311,0.2366974949836731,-0.02056656964123249,0.6531387567520142,0.174761101603508,-0.015649637207388878,0.6767256259918213,0.18652530014514923,-0.03235658258199692,0.67686527967453,0.23324745893478394,-0.024935485795140266,0.6661911010742188,0.2339174598455429,-0.015271549113094807,sim
0.7346866130828857,0.32700973749160767,-3.7607412650686456e-07,0.793247401714325,0.3104918599128723,-0.020827757194638252,0.8562279939651489,0.2521759569644928,-0.031145907938480377,0.8593133091926575,0.18243412673473358,-0.04024054855108261,0.814792811870575,0.15767303109169006,-0.04392120614647865,0.8377430438995361,0.1447579711675644,-0.006563338451087475,0.8722647428512573,0.13629022240638733,-0.03397195041179657,0.848833441734314,0.19610151648521423,-0.0478069894015789,0.8281337022781372,0.20162929594516754,-0.0554402619600296,0.7998082637786865,0.12637175619602203,-0.00949921365827322,0.8291890621185303,0.13385197520256042,-0.037197913974523544,0.8122727870941162,0.20537571609020233,-0.04283143952488899,0.798346996307373,0.20105451345443726,-0.04117345064878464,0.7649315595626831,0.1293836236000061,-0.01708245277404785,0.7899702787399292,0.1511053442955017,-0.04624535143375397,0.782280445098877,0.21735796332359314,-0.039771515876054764,0.7691918611526489,0.21104902029037476,-0.029551498591899872,0.7319175601005554,0.14224708080291748,-0.026456762105226517,0.7606407999992371,0.16529271006584167,-0.04256126284599304,0.7564904689788818,0.21124251186847687,-0.034745991230010986,0.7414600849151611,0.20690111815929413,-0.025164443999528885,sim
0.7876015305519104,0.3307783007621765,-3.658994103261648e-07,0.8462660908699036,0.3129473328590393,-0.018093867227435112,0.9068259596824646,0.2598586082458496,-0.0298312958329916,0.9200344085693359,0.19698993861675262,-0.04094141349196434,0.8857816457748413,0.16572825610637665,-0.04709240421652794,0.8831971883773804,0.14144164323806763,-0.00847567431628704,0.9280596971511841,0.14659713208675385,-0.036803293973207474,0.9054713249206543,0.2068185657262802,-0.05159290134906769,0.884607195854187,0.20998850464820862,-0.059939008206129074,0.8482972383499146,0.12745214998722076,-0.01392327155917883,0.8918117880821228,0.14282360672950745,-0.04183536767959595,0.872326672077179,0.21281400322914124,-0.04681593179702759,0.8558119535446167,0.20834742486476898,-0.04497130215167999,0.8150249123573303,0.13232456147670746,-0.02350907027721405,0.8541056513786316,0.15884904563426971,-0.05299464613199234,0.8424474596977234,0.22335800528526306,-0.04528152570128441,0.8261715173721313,0.21679098904132843,-0.03430290147662163,0.7837041616439819,0.1475405991077423,-0.034597739577293396,0.8210219144821167,0.1704951822757721,-0.05089382454752922,0.815070629119873,0.21842651069164276,-0.041143570095300674,0.7977755665779114,0.2162022590637207,-0.03007121942937374,sim
0.8048332333564758,0.3699254095554352,-3.7341038705562823e-07,0.8667508959770203,0.3541055917739868,-0.018238360062241554,0.9280636310577393,0.29958486557006836,-0.028938349336385727,0.9442062973976135,0.23837965726852417,-0.03896937891840935,0.9106818437576294,0.20906402170658112,-0.04361230134963989,0.8997966647148132,0.1709703803062439,-0.00276765413582325,0.9486817717552185,0.19008895754814148,-0.03079487569630146,0.9259585738182068,0.24850332736968994,-0.04652202129364014,0.9047192335128784,0.24271775782108307,-0.05609823763370514,0.8665783405303955,0.15718477964401245,-0.007799352984875441,0.9142931699752808,0.1891797035932541,-0.036138661205768585,0.8944089412689209,0.25632089376449585,-0.04219122976064682,0.877156674861908,0.24571853876113892,-0.04124878719449043,0.8353560566902161,0.16373991966247559,-0.017661264166235924,0.8787934184074402,0.20535296201705933,-0.04669390246272087,0.8653854727745056,0.2654118537902832,-0.04075879231095314,0.8478108048439026,0.25215473771095276,-0.03136670961976051,0.807700514793396,0.1808335781097412,-0.029387667775154114,0.848103940486908,0.21530528366565704,-0.045309148728847504,0.838793933391571,0.25992533564567566,-0.038311462849378586,0.8194146752357483,0.2531585991382599,-0.029611794278025627,sim
0.8071544766426086,0.37285709381103516,-3.270087631790375e-07,0.8650197982788086,0.36046165227890015,-0.017530307173728943,0.9258869886398315,0.30566656589508057,-0.027616163715720177,0.9413512945175171,0.24419501423835754,-0.03663290664553642,0.905663251876831,0.21562716364860535,-0.0412634052336216,0.8986567854881287,0.18057847023010254,-0.007143823429942131,0.9478530287742615,0.19577622413635254,-0.032096318900585175,0.9274049997329712,0.25288259983062744,-0.04620640352368355,0.9071031808853149,0.2539018988609314,-0.05510494485497475,0.8656866550445557,0.16600996255874634,-0.011527602560818195,0.9123018980026245,0.1942756623029709,-0.03568895906209946,0.8928174376487732,0.25969254970550537,-0.040694694966077805,0.87608802318573,0.25433552265167236,-0.040095530450344086,0.83451247215271,0.1736728399991989,-0.019761743023991585,0.8775262236595154,0.210672527551651,-0.04556291922926903,0.8641127943992615,0.2692001163959503,-0.0392390601336956,0.846709132194519,0.2605205178260803,-0.030444659292697906,0.8060466647148132,0.1915358603000641,-0.029445165768265724,0.846541166305542,0.21718138456344604,-0.04354897141456604,0.8384488224983215,0.26029813289642334,-0.035001128911972046,0.8201528191566467,0.25788024067878723,-0.025627873837947845,sim
0.7866635918617249,0.31652259826660156,-2.948652308987221e-07,0.8419510126113892,0.2914459705352783,-0.01746443659067154,0.8983805775642395,0.23000940680503845,-0.028526177629828453,0.9137958884239197,0.16641616821289062,-0.03905642405152321,0.8781785368919373,0.14744850993156433,-0.04478800669312477,0.859709620475769,0.1149306371808052,-0.0028369040228426456,0.9083386063575745,0.12237429618835449,-0.028951212763786316,0.8925022482872009,0.18027949333190918,-0.04376443475484848,0.8715870976448059,0.1810312718153,-0.05249631032347679,0.8275076746940613,0.10773670673370361,-0.007399463094770908,0.8770655989646912,0.12623843550682068,-0.03248974680900574,0.8630110621452332,0.19259017705917358,-0.03717369958758354,0.8441526293754578,0.18463800847530365,-0.03597494587302208,0.7992576956748962,0.11858578026294708,-0.016431324183940887,0.8470046520233154,0.14354029297828674,-0.0442633293569088,0.8385196328163147,0.2040359228849411,-0.037989646196365356,0.8190457820892334,0.19737032055854797,-0.028314650058746338,0.7748363614082336,0.13875383138656616,-0.02694440446794033,0.8196778297424316,0.15437090396881104,-0.04222438484430313,0.8146812915802002,0.19780169427394867,-0.034014493227005005,0.7947366237640381,0.19832149147987366,-0.02442854829132557,sim
0.7566255927085876,0.29161232709884644,-3.6238591860637825e-07,0.8098160624504089,0.2632281184196472,-0.015296225436031818,0.8598812222480774,0.19137275218963623,-0.023697158321738243,0.8695334196090698,0.12369835376739502,-0.03196597844362259,0.8321899175643921,0.1066899523139,-0.03555087372660637,0.8257395625114441,0.09786951541900635,0.0019343608291819692,0.8669904470443726,0.09232958406209946,-0.02285214327275753,0.8532252907752991,0.14724355936050415,-0.03619523346424103,0.8312694430351257,0.14743703603744507,-0.04435793310403824,0.7920626997947693,0.08919581770896912,-0.00290292059071362,0.8331090807914734,0.08952592313289642,-0.027759505435824394,0.8238049745559692,0.15638092160224915,-0.031536273658275604,0.8059955835342407,0.14906129240989685,-0.029450738802552223,0.7616737484931946,0.09748572111129761,-0.012414839118719101,0.8004457950592041,0.10351508855819702,-0.039875611662864685,0.7971469759941101,0.1660812348127365,-0.03215056285262108,0.7785118818283081,0.16102737188339233,-0.021703224629163742,0.7339687347412109,0.11365117132663727,-0.023371439427137375,0.7716740965843201,0.11979429423809052,-0.03872625529766083,0.7707859873771667,0.16431643068790436,-0.030788537114858627,0.7528249621391296,0.16538779437541962,-0.021612154319882393,sim
0.7213208675384521,0.28263169527053833,-3.4071402410518203e-07,0.7756425142288208,0.2746184766292572,-0.021154826506972313,0.8349245190620422,0.21395130455493927,-0.027514487504959106,0.8412484526634216,0.1341632455587387,-0.032733798027038574,0.8081082701683044,0.09478864818811417,-0.03227779641747475,0.8296166062355042,0.143807053565979,-0.002145090838894248,0.8589963316917419,0.09922313690185547,-0.03017255663871765,0.8363963961601257,0.15172900259494781,-0.04251465946435928,0.8186004161834717,0.166537344455719,-0.04725312814116478,0.7939690351486206,0.12615782022476196,-0.0038582824636250734,0.8223991990089417,0.08429551869630814,-0.03480314463376999,0.8027056455612183,0.15474429726600647,-0.040761858224868774,0.7897142171859741,0.16002899408340454,-0.036667853593826294,0.7584056258201599,0.12032563984394073,-0.010664397850632668,0.7784443497657776,0.09522102773189545,-0.0473877489566803,0.7674736976623535,0.16703678667545319,-0.04003553092479706,0.7561249732971191,0.17180612683296204,-0.025050731375813484,0.7184821963310242,0.11879533529281616,-0.018385587260127068,0.7425258159637451,0.10430784523487091,-0.03970756381750107,0.7398975491523743,0.15454772114753723,-0.029298752546310425,0.7293547987937927,0.15993519127368927,-0.01582150347530842,sim
0.6592762470245361,0.2807203531265259,-2.820883935328311e-07,0.7188718914985657,0.26319023966789246,-0.02070850506424904,0.7732763290405273,0.2011745423078537,-0.026678629219532013,0.7718702554702759,0.11914493143558502,-0.03213756904006004,0.7368934750556946,0.08223235607147217,-0.03149033337831497,0.7661169171333313,0.1364498883485794,0.00681518716737628,0.7884126901626587,0.0882769450545311,-0.021313535049557686,0.7685706615447998,0.13631223142147064,-0.03554834797978401,0.7535070180892944,0.15620353817939758,-0.04082085192203522,0.7309964895248413,0.119381844997406,0.005565824918448925,0.7483192682266235,0.07765979319810867,-0.023683080449700356,0.73383629322052,0.1466381549835205,-0.029977502301335335,0.7280728220939636,0.15606237947940826,-0.026022275909781456,0.695712149143219,0.11425356566905975,-0.0016920316265895963,0.7084663510322571,0.08670047670602798,-0.0374411903321743,0.7007254958152771,0.1565275490283966,-0.03106573410332203,0.6952443718910217,0.16474393010139465,-0.016361435875296593,0.6561056971549988,0.11477212607860565,-0.010074120946228504,0.6753957867622375,0.097282275557518,-0.030044885352253914,0.672746479511261,0.14529486000537872,-0.019888726994395256,0.6657608151435852,0.1524399071931839,-0.006285130046308041,sim
